name,album,artist,id,release_date,pop,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,Genre
One Night - D.O.D Remix,One Night (D.O.D Remix),Cedric Gervais,5Q0VxlFh80F3LmbGnuDE4M,4/05/2018,41,252500,0.681,0.00732,0.969,0.199,0.219,0.26,-1.394,0.0702,126.024,1,4,Energetic,edm
One Step Closer,Hybrid Theory,Linkin Park,61fUybL3XS40gcffnnNPoX,24/10/2000,54,157333,0.492,0.0014,0.969,1.32E-06,0.0787,0.538,-4.419,0.0491,95.136,9,4,Energetic,metal
Only,Only,RY X,0yfd3MSq6JEsNxOzSLJR7g,4/03/2016,0,268455,0.373,0.906,0.178,0.558,0.109,0.0933,-15.52,0.0303,108.605,7,4,Sad,folk
Only You,We Were Here,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,2006,55,149013,0.545,0.362,0.255,1.77E-05,0.0841,0.831,-14.844,0.0311,98.088,8,4,Sad,pop
Out Of Control,The Reason,Hoobastank,2Uk3uky365BBGidUpOtKvw,1/01/2003,0,162106,0.443,0.00161,0.973,0,0.353,0.458,-4.386,0.133,157.872,4,4,Energetic,metal
Out of Control,Blind Spot,Lush,13i7d4s5EkgOIDHdzM0R4w,30/09/2017,0,262253,0.328,0.0041,0.799,6.29E-06,0.069,0.502,-5.992,0.0296,169.896,2,3,Sad,rock
Out of the Deep,Out Of The Deep,Olivia Belli,6HrPFcVFz9wTBqqIrpJ8iB,13/03/2020,45,193207,0.2,0.992,0.0212,0.903,0.0929,0.0631,-32.285,0.0499,74.852,0,1,Calm,classical
Outside,Outside,MorMor,7Cx3kiPstZOSKAqTe3LtEi,21/03/2019,51,238020,0.637,0.0925,0.613,0.425,0.156,0.598,-7.432,0.0272,127.006,1,4,Sad,r&b
Over My Head (Better Off Dead),Does This Look Infected?,Sum 41,3SO0vfryYv381w1ImgWONG,1/01/2002,49,149306,0.44,0.00222,0.919,0.00503,0.0892,0.773,-4.462,0.0735,184.324,7,4,Energetic,metal
Pain,A Deeper Understanding,The War On Drugs,59P1nrdEImkAKa1nyW9X2e,25/08/2017,60,330760,0.523,0.00387,0.833,0.000339,0.0841,0.482,-4.374,0.0405,115.975,7,4,Sad,pop
Panoramic Feelings (Piano Version),Panoramic Feelings (Piano Version),LudoWic,3hxqWxFfmbIYcrV0e7wSyL,25/10/2019,33,230284,0.25,0.991,0.00846,0.896,0.0853,0.0638,-24.348,0.0373,78.552,8,1,Calm,modular synth
Papercut,Hybrid Theory (Bonus Edition),Linkin Park,1Vej0qeQ3ioKwpI6FUbRv1,24/10/2000,73,184866,0.524,0.00022,0.939,0,0.623,0.661,-3.994,0.113,150.184,9,4,Energetic,metal
Paperthin Hymn,Never Take Friendship Personal,Anberlin,6VSmHLLvYAAkzrYFT3LloU,1/01/2005,53,197480,0.298,0.00111,0.597,0,0.0819,0.536,-12.107,0.0343,180.434,5,4,Energetic,pop
Paralyzer,Them vs. You vs. Me,Finger Eleven,6k1njNBYUIQgWJLG4ed26y,6/03/2007,0,208106,0.646,0.159,0.938,0,0.235,0.888,-3.453,0.0448,106.029,11,4,Energetic,metal
Pass The Hours,Pass The Hours,MorMor,4EVpdoFt3L6sAa4hivmWz9,7/12/2018,54,223440,0.778,0.179,0.639,0.000934,0.322,0.543,-5.985,0.0292,119.977,6,4,Sad,r&b
"Piano Sonata No. 14 In C Sharp Minor, Op. 27-2 1st Mvt: Adagio Sostenuto",Beethoven Piano Sonatas,Ludwig van Beethoven,4QNjuUkLHj47tEXgA6TFc3,1/01/2010,30,372173,0.274,0.995,0.00332,0.909,0.175,0.17,-41.45,0.0424,67.765,1,1,Calm,classical
Poem,Welcome,Taproot,7mQwxVogsnpR3h6AJLQLlR,30/09/2002,57,189200,0.364,0.000104,0.912,0.0025,0.086,0.666,-2.968,0.107,105.368,7,4,Energetic,metal
Points of Authority,Hybrid Theory,Linkin Park,04mlpyRplis2yvf18EwaeN,24/10/2000,45,200240,0.512,0.03,0.97,0,0.0994,0.427,-3.886,0.212,94.952,8,4,Energetic,metal
Polyamorous,Breaking Benjamin: Digital Box Set,Breaking Benjamin,1OvDGGu8KDbchlJTlM48Mr,1/01/2009,37,176946,0.544,0.000132,0.895,0.107,0.147,0.875,-6.207,0.0522,98.128,1,4,Energetic,metal
Prayer Of The Refugee,Endgame / Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,Rise Against,3wTyLh0vhP3dN5yv0Mti17,1/01/2012,0,199386,0.198,0.00131,0.977,4.62E-05,0.23,0.351,-3.499,0.173,195.795,3,4,Energetic,metal
Pressure,Pressure,Seth Hills,7f2d3p6nzGFR6874f0E7E7,20/12/2019,49,135585,0.708,0.00885,0.863,0.366,0.285,0.437,-4.001,0.0606,127.981,9,4,Energetic,edm
Promise,Horrorscope,Eve 6,5mqEL5pgnDCcWtTWpAofIV,2000,48,176506,0.62,0.00791,0.85,0,0.0769,0.715,-4.096,0.0327,107.982,9,4,Energetic,metal
Pumped Up Kicks,Torches,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,23/05/2011,84,239600,0.733,0.145,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,5,4,Happy,rock
Quick Canal (W/ Laetita Sadier),Logos,Atlas Sound,2mJhNvt2dDCfcNn8IZg6sF,19/10/2009,42,518373,0.299,0.169,0.541,0.795,0.132,0.191,-10.641,0.0513,142.724,7,4,Sad,rock
"Quiet, The Winter Harbor",Still EP,Mazzy Star,1OArWxrw689jZXaJzSErbh,1/06/2018,37,255358,0.321,0.973,0.0792,0.104,0.0888,0.106,-17.737,0.0329,145.293,5,3,Sad,pop
Raven's Feather - Piano Solo,Raven's Feather (Piano Solo),Nina June,7sBlA4bK7gpf2H42K6Y0H3,20/12/2019,34,256259,0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,10,4,Calm,pop
Reality,Reality EP,Chocolate Puma,3sqyZAk7dUY3U4ApoJcRzJ,22/10/2018,42,213750,0.651,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,6,4,Happy,edm
Rebuscano,Rebuscano,Olivia Belli,55VX26X342cWBM7akigws7,26/06/2020,37,173319,0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,2,4,Calm,classical
Recording 15,Living Water,Shannon Lay,1vNfYCzcCJz0FY7MVVA9lM,22/09/2017,60,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11,4,Sad,folk
Reinventing Your Exit,They're Only Chasing Safety,Underoath,591vJuuep0gfPhx9p8WPD5,1/01/2004,57,262573,0.45,0.000124,0.978,7.14E-06,0.361,0.268,-4.198,0.0637,155.014,9,4,Energetic,metal
Renee's Song,Renee's Song,Bazzi,13iMiwdY7pgE1f7NwYKr1D,1/04/2020,73,130545,0.593,0.794,0.229,0,0.167,0.42,-8.888,0.0307,117.823,9,4,Sad,pop
Renegades Of Funk,Renegades,Rage Against The Machine,5YBVDvTSSSiqv7KZDeUlXA,5/12/2000,66,274160,0.651,0.00184,0.908,0.000579,0.384,0.769,-4.019,0.0577,123.851,2,4,Energetic,metal
River,Bones,St Woods,2mXnsGgq0K4qfcYmw0rccK,8/05/2020,42,276960,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,11,4,Sad,folk
Riverside,Philharmonics,Agnes Obel,1UmFRZU3taMGZApPhK32mc,4/10/2010,3,228546,0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,9,3,Sad,pop
rock,Honky Chateau,Elton John,3gdewACMIVMEWVbyb8O9sY,19/05/1972,82,281613,0.601,0.432,0.532,6.25E-06,0.0925,0.341,-9.119,0.0286,136.571,10,4,Happy,rock
Romance,Ex:Re,Ex:Re,7Ky78y9gxAKlujRin3vzZf,30/11/2018,0,403469,0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,9,4,Sad,pop
Roses,Speakerboxxx/The Love Below,OutKast,6bUNEbXT7HovLW6BgPCBsb,2003,72,369573,0.751,0.0481,0.708,1.83E-05,0.107,0.509,-5.645,0.0545,108.97,0,4,Happy,atl z
Rusted From the Rain,Billy Talent III,Billy Talent,0tzWCL2uhb2xQDWgG259nU,22/09/2009,47,254613,0.431,0.000481,0.858,7.65E-06,0.385,0.616,-3.533,0.0306,174.979,7,4,Energetic,punk
Rylan,I Am Easy to Find,The National,18IyalmZGqUTwvZStMf7A1,17/05/2019,56,223853,0.609,0.403,0.789,0.0811,0.0446,0.717,-5.565,0.0468,144.047,11,4,Sad,pop
Sad Corny Fuck,Hold It Together,JP Saxe,5YlHgqWo3Kt2mF88ubmR62,7/02/2020,55,220520,0.604,0.835,0.179,0,0.162,0.391,-15.383,0.0339,124.982,2,3,Sad,alt z
Sahara Love - Seven Lions Remix,Sahara Love,Above & Beyond,6KjTXwntv8paBCL3El9TnV,8/03/2019,52,322892,0.275,0.0418,0.659,4.15E-05,0.079,0.149,-5.631,0.039,144.908,6,4,Energetic,edm
Same Direction,The Reason,Hoobastank,7p5HBV5kqLgw0vK0lQ7eXM,1/01/2003,0,195293,0.401,0.00492,0.988,0,0.4,0.514,-3.308,0.0916,169.024,2,4,Energetic,metal
Samson,Begin to Hope (Special Edition),Regina Spektor,2bbhyUWJ5VjdfI3P4PRLu2,13/06/2006,51,189335,0.49,0.862,0.193,9.74E-06,0.113,0.184,-9.544,0.0421,89.154,11,4,Sad,pop
Savior,Appeal To Reason,Rise Against,3asFGFY3uLjMDmML1p0tYm,1/01/2008,70,242280,0.339,0.0015,0.931,0.000142,0.425,0.467,-3.425,0.062,112.548,5,4,Energetic,metal
Say Days Ago,The Used,The Used,0fcGdkaMVaJtPuYLB6bXRx,25/06/2002,40,197866,0.362,0.00022,0.979,0,0.459,0.195,-4.262,0.205,89.431,4,4,Energetic,metal
Send It,Send It,Steve Aoki,2GXOmuU3kApsq2TWqOU5Bm,4/10/2019,60,182671,0.646,0.0199,0.979,0.776,0.38,0.091,-5.312,0.101,124.066,4,4,Happy,edm
Seven Nation Army,Elephant,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,1/04/2003,7,231920,0.745,0.00666,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,4,4,Happy,rock
She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,6dZO9UMcM7c1YLDBpEHwED,21/07/2017,41,204241,0.9,0.632,0.255,3.91E-05,0.0953,0.483,-12.664,0.221,94.978,6,4,Sad,pop
Shimmer,The Best of Fuel,Fuel,6DzbmjkVZpz1mrDobAoJI8,2005,57,213948,0.263,0.00192,0.784,0,0.15,0.385,-6.514,0.054,114.671,7,4,Energetic,metal
Should Have Known Better,Carrie & Lowell,Sufjan Stevens,5I6y1KWmUoV5YCaIEcs1qs,31/03/2015,65,307697,0.571,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,7,4,Sad,pop
Should I Stay or Should I Go - Remastered,Hits Back,The Clash,3v8PlUFGQQDBIk1J86waCo,26/08/2013,68,188240,0.742,0.0838,0.844,0,0.418,0.85,-6.441,0.111,113.371,2,4,Happy,rock
Silhouette,Have You In My Wilderness,Julia Holter,4riNlzZh1Xd4xqbIWy7zfM,25/09/2015,37,233546,0.445,0.173,0.469,0.000624,0.0998,0.535,-5.981,0.0291,178.052,8,4,Sad,pop
Silver Lining,Silver Lining,Pieter de Graaf,4w7vMUyVony198G1c79PSq,17/04/2020,46,225839,0.317,0.986,0.106,0.899,0.111,0.108,-20.574,0.0302,78.66,1,4,Calm,classical
Simple Song,The Boy Who Cried Wolf,Passenger,70HWRkitkAKfos500LBk0T,28/07/2017,62,228480,0.631,0.616,0.402,0.0114,0.0892,0.598,-11.125,0.0286,78,5,4,Sad,pop
Sinking Man - The Walking Dead Soundtrack,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),Various Artists,5Hd6DPGjqihEnWSiGRzqr6,1/01/2013,0,166560,0.684,0.905,0.0646,1.86E-05,0.0789,0.334,-18.052,0.0522,95.99,10,3,Sad,pop
Siren Song - Radio Edit,Siren Song,CamelPhat,1uGXhKyK50NIXNqBKN73DS,25/12/2015,39,207301,0.71,0.00891,0.705,0.16,0.177,0.34,-7.417,0.0345,119.986,7,4,Happy,edm
Skinny Love,"For Emma, Forever Ago",Bon Iver,1NyFRrFiJAJIaR6icj1goI,12/05/2008,67,238532,0.592,0.842,0.256,2.38E-06,0.088,0.103,-14.031,0.0449,76.361,4,4,Sad,pop
Sleep,Son of a Lady,Hope Sandoval and the Warm Inventions,7C0naD1GsrGZTKGMbg7m7I,15/09/2017,25,228873,0.55,0.843,0.596,0.462,0.15,0.207,-8.962,0.0335,143.182,10,4,Sad,pop
Slow It Down,The Lumineers,The Lumineers,0ewX9JsKy9oa4IifkFSroa,1/01/2012,0,305346,0.423,0.928,0.0657,1.40E-06,0.0922,0.105,-14.421,0.0386,98.489,1,3,Sad,pop
Smile,"Alright, Still (Deluxe)",Lily Allen,79z9QkhHePTFsSeVw9uyj0,14/07/2006,75,196893,0.632,0.00143,0.639,0,0.221,0.733,-5.938,0.0259,95.506,5,4,Happy,pop
Smooth Criminal,Anthology,Alien Ant Farm,2T3blUc9Jnui2a0ZhuNOag,1/01/2001,0,209266,0.653,0.00287,0.966,0.0026,0.143,0.874,-4.236,0.0598,126.921,9,4,Energetic,metal
Some Kind Of Love,Wonderful Wonderful,The Killers,0vicQm86o7GnT42GdG34sA,22/09/2017,55,278093,0.246,0.713,0.482,0.226,0.102,0.0776,-9.949,0.0359,141.863,8,4,Sad,rock
Somebody That I Used To Know,Making Mirrors,Gotye,1qDrWA6lyx8cLECdZE7TV7,1/01/2011,77,244884,0.865,0.548,0.521,0.000115,0.0989,0.748,-6.932,0.0371,129.059,0,4,Happy,pop
Someday,Chapter I,City of the Sun,5zOetBDO9NONS4KnIBXtnx,15/11/2019,53,288040,0.572,0.265,0.571,0.917,0.109,0.115,-10.067,0.0331,96.986,8,4,Calm,rock
Someone Like You,21,Adele,6QPKYGnAW9QozVz2dSWqRg,19/01/2011,79,285240,0.554,0.893,0.321,0,0.0996,0.288,-8.251,0.028,135.047,9,4,Sad,soul
Son of a Lady,Son of a Lady,Hope Sandoval and the Warm Inventions,1mc5ECVjhFQUMzdsvX9gwf,15/09/2017,23,225233,0.272,0.895,0.337,0.713,0.0764,0.0374,-13.724,0.0338,93.64,9,3,Sad,pop
"Song to the Siren - Recorded at Strongroom Studios, London",Spotify Singles,Wolf Alice,0hx6wJdPlMpT254F9UYQNu,15/11/2017,42,211159,0.371,0.963,0.15,0,0.124,0.0785,-11.116,0.0294,68.774,2,4,Sad,rock
South Beach,South Beach,Vicetone,4GQVsXO7jkxg43UmAd1Tbb,12/10/2018,54,201951,0.501,0.0303,0.887,2.64E-05,0.114,0.336,-3.941,0.0424,123.052,1,4,Energetic,edm
Spirit In The Sky,Spirit In The Sky,Norman Greenbaum,7fqhrLJzKHJ0RW32N0y2Gp,1/01/1969,0,242893,0.537,0.0939,0.606,0.00559,0.11,0.582,-7.048,0.0347,128.73,2,4,Happy,rock
Start Me Up - Remastered,Tattoo You (2009 Re-Mastered),The Rolling Stones,7HKez549fwJQDzx3zLjHKC,24/08/1981,77,213066,0.631,0.0436,0.932,0.137,0.0918,0.971,-4.142,0.0354,122.429,5,4,Happy,rock
Stay,Stay,Gracie Abrams,0Uon5NsSAkBDx69XYOaQ5P,21/11/2019,67,177152,0.618,0.883,0.37,0,0.123,0.433,-10.5,0.0543,114.26,10,4,Sad,alt z
"Steady, As She Goes",Broken Boy Soldiers,The Raconteurs,2VAlwOewe5c40VHyqozF1V,15/05/2006,1,215266,0.534,0.00865,0.605,0.00826,0.0781,0.56,-4.366,0.113,123.003,9,4,Happy,rock
Still Waiting to Start,"The Sun Will Come up, The Seasons Will Change & The Flowers Will Fall",Nina Nesbitt,1yERtbTiF9fKGxaelyLJOA,22/11/2019,54,183173,0.615,0.639,0.332,0,0.15,0.515,-10.161,0.0295,125.894,7,4,Sad,alt z
Streets,Rivals,Kensington,265poZGWCyWo6h5tq7kiA6,8/08/2014,0,185358,0.376,0.000874,0.771,8.98E-06,0.274,0.419,-5.8,0.0422,168.154,6,4,Happy,rock
Stricken,Ten Thousand Fists,Disturbed,4VGUcTzWj0ebZ0UgI9irJL,19/09/2005,0,245109,0.404,8.51E-05,0.969,0.0114,0.268,0.29,-2.938,0.195,173.878,8,4,Energetic,metal
Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),Various Artists,1b7LMtXCXGc2EwOIplI35z,1/01/2009,73,203893,0.795,0.0934,0.564,0.000531,0.0631,0.961,-10.482,0.0392,124.166,7,4,Happy,rock
Stupify,The Sickness (10th Anniversary Edition),Disturbed,54cWVWqgyFukgDKQYmaKM3,12/03/2010,61,274000,0.597,0.00108,0.939,9.77E-05,0.201,0.422,-3.001,0.0446,98,1,4,Energetic,metal
Such Great Heights,Around The Well,Iron & Wine,7vcuTZAFyu0Z5dgMRLR0h0,19/05/2009,0,251280,0.61,0.808,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,6,4,Sad,pop
Suds & Soda,Worst Case Scenario,dEUS,0MaUnKwsHKRj4qjLDuBG66,1/01/1994,42,314200,0.149,8.51E-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.289,4,4,Happy,rock
Summer-Blink,Treasure Hiding: The Fontana Years,Cocteau Twins,66epoq09V61hukB4Sdm3Q4,5/10/2018,22,189653,0.491,0.168,0.599,0,0.166,0.189,-6.741,0.0274,80.048,5,4,Sad,rock
Sun In Our Eyes - Don Diablo Remix,Sun In Our Eyes (Don Diablo Remix),MØ,1Cfws8y490Zpsqsyeme6V1,8/08/2018,55,206452,0.699,0.0589,0.861,2.64E-06,0.0794,0.315,-3.09,0.173,125.942,4,3,Happy,pop
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,18/02/2019,52,245783,0.34,0.00814,0.923,0.000829,0.385,0.13,-3.864,0.131,127.789,0,4,Energetic,edm
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,9/11/2012,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.372,-2.963,0.0656,111.972,10,4,Energetic,metal
Take Everything,Take Everything,Gareth Emery,2L93hpsnJ8scBHIQFZzh1b,14/12/2018,54,212238,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,6,4,Happy,edm
Talking In Your Sleep,In Heat,The Romantics,7fRvtXvJMpGfTLdF0M09a1,14/02/1983,61,235093,0.72,0.0289,0.967,0.000345,0.142,0.977,-4.434,0.0343,129.766,9,4,Happy,rock
Teardrops - Single Version,Music For Groovin',Various Artists,5HiKQLlJ3LAuz8J9yHB0HX,1/01/2007,60,230573,0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,11,4,Happy,edm
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,14/02/2006,61,348386,0.212,0.000725,0.926,4.83E-06,0.081,0.262,-3.378,0.14,162.103,7,4,Energetic,metal
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS,15/02/1999,68,241666,0.625,0.346,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,4,4,Happy,rock
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,8/06/2004,61,221093,0.486,0.00237,0.977,0,0.298,0.413,-3.463,0.0603,103.501,7,4,Energetic,emo
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,1/05/2011,34,258588,0.626,0.678,0.286,0,0.134,0.366,-9.933,0.0374,84.954,9,4,Sad,pop
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,2iAq1y8jEVOQM6OA8L0XtO,1976,0,266720,0.319,0.242,0.712,0.000414,0.294,0.773,-9.742,0.0535,78.114,8,4,Happy,rock
The Calvary Cross,Live in Studio,Still Corners,65IP0rTvP6hFkIUNODG2VK,25/11/2019,32,306893,0.661,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9,4,Sad,pop
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,30/11/2018,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11,0.0461,133.036,9,4,Sad,pop
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,4Ao5JXfOIMJGlVo8sJpjFr,2/04/2007,0,321146,0.316,0.0143,0.769,0,0.0928,0.118,-5.285,0.0422,122.458,0,4,Sad,pop
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,4IUfRZY8k9MHRsStnjMTUb,25/10/2019,40,249576,0.709,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,0,3,Sad,folk
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,1/04/2003,56,212426,0.692,0.0097,0.515,0.292,0.103,0.549,-8.488,0.0678,128.469,4,4,Energetic,rock
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,1/01/2009,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.553,-5.073,0.0739,173.325,8,4,Energetic,metal
The Hummingbird,The Hummingbird,Barry Adamson,60Rodg2E5ghUbYBrBFr0TA,26/09/2018,0,221000,0.478,2.27E-05,0.901,0.0801,0.326,0.577,-4.983,0.0334,94.964,9,3,Sad,rock
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,5/08/2019,26,299000,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.968,4,4,Sad,pop
The Joker,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,1/01/1973,77,264503,0.596,0.365,0.448,5.30E-06,0.206,0.796,-9.616,0.0396,83.293,5,4,Happy,rock
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,40UbcJWyWPqOWFvv4Dpvfc,14/06/2019,59,209493,0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,9,4,Energetic,edm
The Message,Slow Air,Still Corners,3oLJlBI7OveRtPOuMe4oaM,17/08/2018,53,292480,0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,5,4,Sad,pop
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,6/04/2015,17,208211,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,9,3,Sad,folk
The Safety Dance,Greatest,Men Without Hats,5O4NFbDqJ8SOfbjnIhdPDt,11/02/2013,61,164866,0.524,0.0252,0.881,0,0.101,0.62,-4.479,0.0468,101.677,5,4,Happy,rock
The Temporary,The Temporary,Kate Teague,5g5dwJD6zwXG81LRdEsnQr,16/06/2020,36,219018,0.549,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,0,4,Sad,rock
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,28/06/2019,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,Energetic,edm
Thin White Duchess,Thin White Duchess,Martin Thulin,0QevFRZ5eiXah4VZWeviK4,31/01/2020,28,252392,0.537,0.115,0.655,0.294,0.243,0.283,-8.194,0.0374,119.965,7,4,Sad,rock
This Reminds You - Satie Remix,This Reminds You,Remy Van Kesteren,7sJm369JitaQLnkymEMe7f,1/02/2019,0,321146,0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,5,4,Calm,classical
Tilted Towers,Tilted Towers,Alesso,5hdAQegqnitMjNacfLOHQd,30/11/2018,50,259475,0.702,0.000771,0.842,0.828,0.28,0.175,-5.059,0.0331,124.01,7,4,Happy,pop
Tiptoeing,Tiptoeing,Jacco Wynia,28nLvoHu6NbkHNPmoxR8uD,20/03/2020,37,120536,0.467,0.986,0.137,0.928,0.101,0.0687,-23.087,0.043,118.715,0,4,Calm,classical
To The Hilt,To The Hilt,BANKS,41bqxcnDRcYsBJnJKtPCdp,16/09/2016,42,276746,0.327,0.948,0.101,0,0.0945,0.0866,-13.949,0.0525,171.734,8,4,Sad,pop
To the Moon,To the Moon,Junodream,65AABj5XsDcxGT92w3jK0o,8/05/2018,0,170021,0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859,0.0428,108.003,4,4,Sad,pop
Tomorrow,Tomorrow,Annelie,6TcYEIp0uV6lxkmt4FCqf5,3/07/2020,39,208520,0.325,0.964,0.0809,0.839,0.118,0.0604,-24.493,0.0527,178.307,5,4,Calm,classical
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,9/09/2008,49,200240,0.555,3.01E-05,0.98,4.38E-05,0.0661,0.37,-6.063,0.154,143.005,8,4,Energetic,rock
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,15/10/2003,0,475093,0.443,0.393,0.466,0.647,0.165,0.19,-9.209,0.0302,127.493,9,4,Sad,rock
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,13/12/2019,68,222467,0.561,0.95,0.0587,0,0.0828,0.342,-17.819,0.0762,143.027,5,1,Sad,alt z
Tu Vois,Tu Vois,Bram de Looze,5ewE85NIsYxn02MhetYKqs,3/01/2020,0,495880,0.351,0.995,0.0077,0.919,0.0803,0.0728,-23.17,0.0543,75.742,9,4,Calm,jazz
Tubthumping,Tubthumper,Chumbawamba,6dL46HEj2hzaSach8EFyCi,1997,0,279226,0.319,0.118,0.881,0,0.364,0.625,-7.244,0.14,206.941,2,4,Happy,punk
Tuesday,Tuesday,Annelie,2GuchYit1FmdtXTxl6SbUE,3/04/2020,47,191293,0.323,0.99,0.0214,0.902,0.0891,0.0703,-30.328,0.0384,104.033,4,4,Calm,classical
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,27/08/1991,72,256733,0.543,0.00162,0.912,2.10E-06,0.0565,0.836,-10.71,0.0601,103.731,7,4,Happy,rock
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,26/02/2019,0,188413,0.623,0.638,0.613,0.572,0.143,0.745,-9.241,0.0309,147.168,10,4,Sad,pop
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,1/01/2003,41,161733,0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Energetic,rock
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,1/05/2018,53,239894,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,7,4,Happy,edm
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6,4,Sad,rock
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,31/08/2018,33,217391,0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.073,1,4,Happy,edm
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,25/10/2018,0,267454,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.141,0.0368,96.563,9,3,Sad,rock
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,24/04/2006,0,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Energetic,emo
