name,artist,year,bpm,energy,dance,dB,liveness,valence,duration,acousticness,speechiness ,pop,genre,mood
Alright,Kendrick Lamar,2015,110,77,80,-6,8,56,219,7,24,82,"conscious hip hop, hip hop, rap, west coast rap",Happy
Animals,Maroon 5,2014,190,74,28,-6,59,33,231,0,9,82,pop,Angry
Bam Bam (feat. Ed Sheeran),Camila Cabello,2022,95,70,76,-6,33,96,206,18,4,82,"dance pop, pop",Happy
Bitch Better Have My Money,Rihanna,2015,103,73,78,-5,26,40,219,5,6,82,"barbadian pop, pop, urban contemporary",Angry
Candy Shop,50 Cent,2005,125,57,61,-8,38,76,209,3,47,82,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Happy
Chasing Cars,Snow Patrol,2006,104,60,56,-5,13,14,268,20,3,82,"irish rock, modern rock, neo mellow, permanent wave, pop rock",Angry
Dancing On My Own,Calum Scott,2018,113,17,68,-9,10,23,260,84,3,82,pop,Sad
Despacito,Luis Fonsi,2019,178,80,66,-5,7,84,229,20,15,82,"latin pop, puerto rican pop",Happy
Dog Days Are Over,Florence + The Machine,2009,150,81,50,-5,12,26,253,3,9,82,"baroque pop, electropop, modern rock, uk alternative pop",Angry
Don't Let Me Down,The Chainsmokers,2016,160,87,53,-5,14,42,208,16,17,82,lullaby,Angry
Don't Stop The Music,Rihanna,2008,123,67,84,-6,5,54,267,3,6,82,"barbadian pop, pop, urban contemporary",Happy
Dynamite,Taio Cruz,2010,120,78,75,-4,4,82,203,0,9,82,"dance pop, pop, pop rap",Happy
Electric Love,Bï¿½ï¿,2015,120,80,61,-8,26,52,218,1,5,82,"indie poptimism, modern alternative rock, modern rock, pov: indie",Happy
Going Bad (feat. Drake),Meek Mill,2018,86,50,89,-6,25,54,181,26,9,82,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",Happy
"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,160,82,65,-5,9,96,233,22,18,82,"dance pop, pop",Happy
Heathens,Twenty One Pilots,2016,90,40,73,-9,11,55,196,8,3,82,"modern rock, pop, pov: indie, rock",Calm
I Feel It Coming,The Weeknd,2016,93,82,77,-6,7,59,269,43,12,82,"canadian contemporary r&b, canadian pop, pop",Happy
If I Ain't Got You,Alicia Keys,2003,118,44,61,-9,10,17,229,60,11,82,"neo soul, pop, r&b",Sad
I'm Yours,Jason Mraz,2008,151,44,70,-9,10,71,243,56,4,82,"acoustic pop, dance pop, neo mellow, pop",Calm
In the Name of Love,Martin Garrix,2016,134,52,50,-6,45,17,196,11,4,82,"dutch edm, edm, pop, pop dance, progressive house",Angry
Kings & Queens,Ava Max,2020,130,69,64,-4,12,46,162,1,4,82,pop,Angry
Kiss Me More (feat. SZA),Doja Cat,2021,111,71,76,-3,12,78,209,26,3,82,"dance pop, pop",Happy
Let You Down,NF,2017,148,71,66,-6,18,46,212,31,12,82,"hip hop, pop rap",Angry
Levels - Radio Edit,Avicii,2011,126,89,58,-6,31,46,200,5,3,82,"dance pop, edm, pop, pop dance",Angry
Little Dark Age,MGMT,2018,98,71,71,-6,10,62,300,1,4,82,"alternative rock, indie rock, indietronica, modern rock, rock",Happy
Lose Yourself,Eminem,2004,171,74,69,-5,34,6,322,1,26,82,"detroit hip hop, hip hop, rap",Angry
Love Me,Lil Wayne,2013,125,63,67,-6,9,50,255,1,3,82,"hip hop, new orleans rap, pop rap, rap, trap",Happy
love nwantiti (ah ah ah),CKay,2019,93,74,73,-4,16,53,146,37,4,82,"afro r&b, afrobeats",Happy
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2021,119,79,63,-4,10,42,236,14,3,82,pop,Angry
Low (feat. T-Pain),Flo Rida,2008,128,61,92,-6,14,30,231,9,8,82,"dance pop, miami hip hop, pop, pop rap",Angry
Mercy,Shawn Mendes,2017,148,66,56,-5,11,36,209,13,8,82,"canadian pop, pop, viral pop",Angry
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,2010,128,76,72,-4,32,62,201,1,5,82,pop,Happy
New Rules,Dua Lipa,2017,116,70,76,-6,15,61,209,0,7,82,"dance pop, pop, uk pop",Happy
Not Afraid,Eminem,2010,115,95,86,-1,21,67,248,53,26,82,"detroit hip hop, hip hop, rap",Happy
Otherside,Red Hot Chili Peppers,1999,123,80,46,-3,8,51,255,0,6,82,"alternative rock, funk metal, funk rock, permanent wave, rock",Happy
Outside (feat. Ellie Goulding),Calvin Harris,2014,128,82,65,-4,32,42,227,21,4,82,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Angry
Poker Face,Lady Gaga,2008,119,81,85,-5,12,79,237,12,8,82,"art pop, dance pop, pop",Happy
Reckless,Madison Beer,2021,180,43,39,-7,14,26,203,81,4,82,pop,Sad
Rude,MAGIC!,2014,144,76,77,-5,31,93,225,4,4,82,"pop, reggae fusion",Happy
S&M,Rihanna,2010,128,68,77,-5,9,84,244,1,4,82,"barbadian pop, pop, urban contemporary",Happy
Seï¿½ï¿½o,Shawn Mendes,2019,117,55,76,-6,8,75,191,4,3,82,"canadian pop, pop, viral pop",Happy
Silence,Marshmello,2017,142,76,52,-3,17,29,181,26,9,82,"brostep, edm, pop, progressive electro house",Angry
Stitches,Shawn Mendes,2015,150,75,75,-7,5,75,207,2,7,82,"canadian pop, pop, viral pop",Happy
dance,Milky Chance,2013,114,58,88,-9,8,73,314,43,4,82,"german pop, modern rock",Happy
Stuck with U (with Justin Bieber),Ariana Grande,2020,179,45,60,-7,38,54,228,22,4,82,pop,Calm
Sunshine,OneRepublic,2021,140,88,70,-5,28,77,164,14,3,82,"piano rock, pop",Happy
The Next Episode,Dr. Dre,1999,95,91,92,-2,9,31,162,3,27,82,"g funk, gangster rap, hip hop, rap, west coast rap",Angry
Time of Our Lives,Pitbull,2014,124,80,72,-6,69,72,229,9,6,82,"dance pop, miami hip hop, pop",Happy
Treasure,Bruno Mars,2012,116,69,87,-5,32,94,179,4,4,82,"dance pop, pop",Happy
What I've Done,Linkin Park,2007,120,93,62,-5,14,29,206,1,3,82,"alternative metal, nu metal, post grunge, rap metal, rock",Angry
Where Is The Love?,Black Eyed Peas,2003,94,70,83,-3,13,81,273,11,18,82,"dance pop, pop, pop rap",Happy
Wrecking Ball,Miley Cyrus,2013,120,42,53,-6,11,35,221,41,3,82,pop,Sad
Young Dumb & Broke,Khalid,2017,137,54,80,-6,17,39,203,20,4,82,"pop, pop r&b",Angry
...Baby One More Time,Britney Spears,1999,93,70,76,-6,44,91,211,20,3,81,"dance pop, pop",Happy
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021,99,68,71,-5,15,72,227,4,3,81,pop,Happy
Before He Cheats,Carrie Underwood,2005,148,75,52,-3,12,29,200,27,4,81,"classic oklahoma country, contemporary country, country, country dawn, dance pop, pop",Angry
Best Day Of My Life,American Authors,2014,100,90,67,-2,6,54,194,6,3,81,"modern rock, pop rock",Happy
Budapest,George Ezra,2014,128,46,72,-8,11,39,201,8,3,81,"folk pop, neo singer songwriter",Sad
Chandelier,Sia,2014,117,79,40,-3,7,57,216,2,5,81,"australian dance, australian pop, pop",Happy
Complicated,Avril Lavigne,2002,78,78,59,-6,30,43,245,6,5,81,"canadian pop, candy pop, dance pop, pop",Angry
Danza Kuduro,Don Omar,2010,89,92,40,-5,5,88,199,8,28,81,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",Happy
Dark Horse,Katy Perry,2013,132,59,65,-6,17,35,216,0,5,81,pop,Angry
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,2010,120,86,66,-3,8,65,221,3,11,81,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
DNA.,Kendrick Lamar,2017,140,52,64,-7,8,42,186,0,36,81,"conscious hip hop, hip hop, rap, west coast rap",Angry
Drag Me Down,One Direction,2015,138,70,73,-6,7,60,192,11,4,81,"boy band, pop, post teen pop, talent show",Happy
Everybody Talks,Neon Trees,2012,155,92,47,-4,31,73,177,0,6,81,"modern rock, neo mellow, pop rock, pov: indie",Happy
Faded,Alan Walker,2018,180,63,47,-5,11,16,212,3,5,81,electro house,Angry
Forgot About Dre,Dr. Dre,1999,134,74,92,-1,16,62,222,8,8,81,"g funk, gangster rap, hip hop, rap, west coast rap",Happy
Gimme More,Britney Spears,2007,113,84,79,-3,7,38,251,25,3,81,"dance pop, pop",Angry
Good Days,SZA,2020,121,66,44,-8,69,41,279,50,6,81,"pop, r&b, rap",Angry
Hall of Fame (feat. will.i.am),The Script,2012,85,87,42,-4,12,63,203,7,6,81,"celtic rock, pop",Happy
Havana (feat. Young Thug),Camila Cabello,2018,105,52,77,-4,13,39,217,18,3,81,"dance pop, pop",Angry
How You Remind Me,Nickelback,2001,172,76,45,-5,10,54,224,0,3,81,"alternative metal, canadian rock, post grunge",Happy
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,2017,118,45,73,-8,14,11,247,6,5,81,"pop, uk pop",Sad
IDGAF,Dua Lipa,2017,97,54,84,-6,8,51,218,4,9,81,"dance pop, pop, uk pop",Happy
dance,Lady Gaga,2008,119,74,82,-5,18,75,242,3,3,81,"art pop, dance pop, pop",Happy
Just the Way You Are,Bruno Mars,2010,109,84,64,-5,6,42,221,1,4,81,"dance pop, pop",Angry
Kryptonite,3 Doors Down,2000,99,87,55,-6,17,54,234,1,3,81,"alternative metal, nu metal, post grunge, rock",Happy
Little Talks,Of Monsters and Men,2012,103,76,46,-5,15,42,267,2,3,81,"folk pop, metropopolis, modern rock, stomp and holler",Angry
Love,Keyshia Cole,2005,117,52,69,-4,10,32,255,6,3,81,"hip pop, r&b, urban contemporary",Angry
Love Me Harder,Ariana Grande,2014,99,71,47,-4,8,24,236,1,3,81,pop,Angry
Magnolia,Playboi Carti,2017,163,58,79,-7,35,44,182,1,29,81,"atl hip hop, plugg, pluggnb, rage rap, rap",Angry
MAMIII,Becky G,2022,94,70,84,-4,14,90,226,9,8,81,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",Happy
Mo Bamba,Sheck Wes,2018,146,63,73,-5,25,26,184,19,3,81,"pop rap, rap, trap",Angry
MONEY,LISA,2021,140,55,83,-10,15,40,168,16,22,81,k pop,Angry
More Than You Know,Axwell /\ Ingrosso,2017,123,74,65,-5,31,57,203,3,3,81,"edm, pop dance",Happy
NO,Meghan Trainor,2017,92,80,56,-4,74,66,214,1,21,81,"hip pop, pop",Happy
Numb / Encore,JAY-Z,2004,107,79,69,-4,58,75,206,6,17,81,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Happy
Perfect,One Direction,2015,100,82,65,-5,12,40,230,6,8,81,"boy band, pop, post teen pop, talent show",Angry
Pon de Replay,Rihanna,2005,99,64,78,-8,10,50,247,0,16,81,"barbadian pop, pop, urban contemporary",Happy
Prisoner (feat. Dua Lipa),Miley Cyrus,2020,128,67,78,-4,8,60,169,1,5,81,pop,Happy
Radioactive,Imagine Dragons,2012,136,78,45,-4,67,24,187,11,6,81,"modern rock, pop, rock",Angry
Ride It,Regard,2019,118,75,88,-4,11,88,158,18,9,81,"pop dance, pop edm, slap house, uk dance",Happy
Roar,Katy Perry,2013,90,77,67,-5,35,44,224,0,3,81,pop,Angry
Royals,Lorde,2013,85,43,67,-10,13,34,190,12,12,81,"art pop, metropopolis, nz pop, pop",Sad
Run This Town,JAY-Z,2009,87,92,63,-2,26,44,268,28,29,81,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Angry
She Will Be Loved - Radio Mix,Maroon 5,2002,102,66,65,-6,10,47,259,23,3,81,pop,Angry
Snow (Hey Oh),Red Hot Chili Peppers,2006,105,90,43,-4,12,60,335,12,5,81,"alternative rock, funk metal, funk rock, permanent wave, rock",Happy
Super Bass,Nicki Minaj,2010,127,86,72,-4,60,67,200,27,20,81,"hip pop, pop, queens hip hop, rap",Happy
Take Me Out,Franz Ferdinand,2004,105,66,28,-9,14,53,237,0,4,81,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock",Happy
Temperature,Sean Paul,2005,125,60,95,-5,7,82,219,11,7,81,"dance pop, dancehall, pop, pop rap",Happy
This Love,Maroon 5,2002,95,86,71,-5,9,81,206,5,4,81,pop,Happy
Todo De Ti,Rauw Alejandro,2021,128,72,78,-4,9,34,200,31,5,81,"puerto rican pop, reggaeton, trap latino, urbano latino",Angry
Walking On A Dream,Empire of the Sun,2008,127,70,87,-6,6,72,198,26,5,81,"australian dance, australian electropop, dance rock, indietronica, neo synthpop",Happy
WAP (feat. Megan Thee Stallion),Cardi B,2020,133,45,94,-8,8,36,188,2,38,81,"pop, rap",Sad
We Can't Stop,Miley Cyrus,2013,80,62,61,-6,37,48,231,1,3,81,pop,Angry
Wildest Dreams,Taylor Swift,2014,140,66,55,-7,11,47,220,7,7,81,pop,Angry
willow,Taylor Swift,2020,81,57,39,-9,14,53,215,83,17,81,pop,Happy
Work,Rihanna,2016,92,53,73,-6,9,56,219,8,9,81,"barbadian pop, pop, urban contemporary",Happy
34+35,Ariana Grande,2020,110,59,83,-6,25,49,174,24,9,80,pop,Angry
Alors on danse - Radio Edit,Stromae,2010,120,59,79,-9,7,71,206,10,8,80,"belgian pop, g house",Happy
American Idiot,Green Day,2004,186,99,38,-2,37,77,176,0,6,80,"modern rock, permanent wave, punk, rock",Happy
Bang Bang,Jessie J,2014,150,79,71,-3,38,75,199,26,9,80,"dance pop, pop",Happy
Be Alright,Dean Lewis,2018,127,59,55,-6,8,44,196,70,4,80,"australian pop, pop",Angry
Bleed It Out,Linkin Park,2007,140,97,53,-4,61,60,166,11,5,80,"alternative metal, nu metal, post grunge, rap metal, rock",Happy
Can I Be Him,James Arthur,2016,108,54,70,-6,9,48,247,31,5,80,"pop, talent show, uk pop",Angry
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,113,83,67,-6,19,70,236,1,8,80,"dance pop, pop",Happy
Cheap Thrills,Sia,2016,90,70,63,-6,9,73,212,5,11,80,"australian dance, australian pop, pop",Happy
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,2015,118,69,78,-6,16,60,181,17,3,80,reggae fusion,Happy
Con Calma,Daddy Yankee,2019,94,86,74,-3,6,66,193,11,6,80,"latin hip hop, reggaeton, trap latino, urbano latino",Happy
Cool for the Summer,Demi Lovato,2015,114,61,58,-6,14,34,215,0,4,80,"pop, post teen pop",Angry
Crazy In Love (feat. Jay-Z),Beyoncï¿,2003,99,77,65,-7,7,68,236,0,23,80,"pop, r&b",Happy
Dilemma,Nelly,2002,168,55,73,-8,20,61,289,23,14,80,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",Happy
Disturbia,Rihanna,2008,125,81,71,-5,17,72,239,9,6,80,"barbadian pop, pop, urban contemporary",Happy
DOGTOOTH,"Tyler, The Creator",2023,78,65,71,-6,22,80,161,51,32,80,"hip hop, rap",Happy
Down,Jay Sean,2009,132,68,73,-4,8,73,213,1,3,80,"dance pop, pop, pop rap, post teen pop",Happy
Drops of Jupiter (Tell Me),Train,2001,79,64,48,-6,15,50,260,15,3,80,"dance pop, neo mellow, pop, pop rock",Happy
Exchange,Bryson Tiller,2015,160,43,53,-11,14,28,195,11,19,80,"kentucky hip hop, r&b, rap",Sad
Faint,Linkin Park,2003,135,98,55,-4,7,59,163,11,13,80,"alternative metal, nu metal, post grunge, rap metal, rock",Happy
Fluorescent Adolescent,Arctic Monkeys,2007,112,83,65,-5,12,79,184,0,3,80,"garage rock, modern rock, permanent wave, rock, sheffield indie",Happy
FourFiveSeconds,Rihanna,2015,206,27,58,-6,13,35,188,88,5,80,"barbadian pop, pop, urban contemporary",Sad
Glad You Came,The Wanted,2011,127,85,72,-4,11,45,198,3,6,80,"boy band, dance pop, pop, post teen pop",Angry
Grenade,Bruno Mars,2010,110,56,70,-7,11,25,222,15,5,80,"dance pop, pop",Angry
Head & Heart (feat. MNEK),Joel Corry,2020,123,87,73,-3,5,91,166,17,7,80,"dance pop, pop dance, uk dance",Happy
Heart Attack,Demi Lovato,2013,174,79,50,-5,24,50,211,7,10,80,"pop, post teen pop",Happy
Hey Brother,Avicii,2013,125,78,55,-5,8,46,255,3,4,80,"dance pop, edm, pop, pop dance",Angry
Hey There Delilah,Plain White T's,2005,104,29,66,-11,11,30,233,87,3,80,"modern rock, neo mellow, neon pop punk, pop punk, pop rock",Sad
Ho Hey,The Lumineers,2012,80,47,68,-9,9,42,163,77,3,80,"folk pop, modern rock, neo mellow, stomp and holler",Sad
Hold Me While You Wait,Lewis Capaldi,2019,107,53,69,-6,10,16,206,44,3,80,"pop, uk pop",Angry
I Knew You Were Trouble.,Taylor Swift,2012,77,47,62,-7,3,68,220,0,4,80,pop,Calm
I Like It,Cardi B,2018,136,73,82,-4,37,65,253,10,13,80,"pop, rap",Happy
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,2016,102,71,66,-7,8,71,198,4,11,80,"dance pop, pop, pop dance, pop rap",Happy
In My Mind,Dynoro,2018,126,77,69,-5,12,16,185,18,15,80,edm,Angry
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021,150,69,74,-7,5,89,212,2,7,80,lgbtq+ hip hop,Happy
Island In The Sun,Weezer,2001,115,81,65,-6,17,66,200,1,3,80,"alternative rock, modern power pop, modern rock, permanent wave, rock",Happy
It Wasn't Me,Shaggy,2000,95,61,85,-5,31,65,228,6,7,80,"pop rap, reggae fusion",Happy
Just A Lil Bit,50 Cent,2005,97,69,49,-7,32,53,238,3,41,80,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Happy
Kiss Me More (feat. SZA),Doja Cat,2021,111,70,76,-4,12,74,209,24,3,80,"dance pop, pop",Happy
Like I Can,Sam Smith,2014,100,63,66,-7,12,48,167,34,4,80,"pop, uk pop",Angry
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2015,108,53,63,-7,18,42,225,40,4,80,"hip pop, pop",Angry
Lonely,Akon,2005,90,53,63,-8,26,62,236,34,3,80,dance pop,Happy
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2021,119,79,63,-4,8,42,236,13,3,80,pop,Angry
Lush Life,Zara Larsson,2017,98,71,69,-4,21,80,201,13,5,80,"pop, scandipop, swedish electropop, swedish pop",Happy
m y . l i f e (with 21 Savage & Morray),J. Cole,2021,140,59,60,-7,21,8,219,6,14,80,"conscious hip hop, hip hop, north carolina hip hop, rap",Angry
My Boo,Usher,2004,86,51,66,-8,5,68,223,26,12,80,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
My Way,Calvin Harris,2016,120,91,82,-3,16,54,219,9,4,80,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Happy
Nice For What,Drake,2018,93,91,59,-6,12,76,211,9,7,80,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
Nonstop,Drake,2018,155,41,91,-8,10,42,239,2,12,80,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Sad
On The Floor,Jennifer Lopez,2011,130,78,73,-5,7,57,285,11,5,80,"dance pop, pop, urban contemporary",Happy
Oops!...I Did It Again,Britney Spears,2000,95,83,75,-5,36,89,211,30,4,80,"dance pop, pop",Happy
Ophelia,The Lumineers,2016,76,57,66,-7,9,57,160,61,3,80,"folk pop, modern rock, neo mellow, stomp and holler",Happy
P.I.M.P.,50 Cent,2003,85,77,71,-3,4,85,249,5,35,80,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Happy
Put Your Records On,Corinne Bailey Rae,2006,96,51,74,-8,13,54,215,17,4,80,"british soul, neo soul, pop soul, soul",Happy
Raise Your Glass,P!nk,2010,122,71,70,-5,3,62,203,0,8,80,"dance pop, pop",Happy
Rasputin,Majestic,2021,128,91,76,-3,19,66,186,0,11,80,uk dance,Happy
Scars To Your Beautiful,Alessia Cara,2015,97,74,57,-6,11,45,230,3,13,80,"canadian contemporary r&b, canadian pop, pop",Angry
Scream & Shout,will.i.am,2013,130,69,77,-7,13,50,283,2,7,80,"dance pop, pop",Happy
SexyBack (feat. Timbaland),Justin Timberlake,2006,117,58,97,-6,5,96,243,6,8,80,"dance pop, pop",Happy
Sing For The Moment,Eminem,2002,164,82,67,-4,4,19,340,0,14,80,"detroit hip hop, hip hop, rap",Angry
Starships,Nicki Minaj,2012,125,72,75,-2,25,75,211,14,8,80,"hip pop, pop, queens hip hop, rap",Happy
Still into You,Paramore,2013,136,92,60,-4,6,77,216,1,4,80,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",Happy
The Monster,Eminem,2013,110,85,78,-4,12,62,250,5,7,80,"detroit hip hop, hip hop, rap",Happy
The Pretender,Foo Fighters,2007,173,96,43,-4,3,37,269,0,4,80,"alternative metal, alternative rock, modern rock, permanent wave, post grunge, rock",Angry
Thinkin Bout You,Frank Ocean,2012,130,34,72,-11,10,20,201,41,5,80,"lgbtq+ hip hop, neo soul",Sad
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2012,95,53,78,-7,5,67,236,6,29,80,"pop rap, seattle hip hop",Happy
Tongue Tied,GROUPLOVE,2011,113,94,56,-6,16,37,218,1,4,80,"indie rock, la indie, modern alternative rock, modern rock, pov: indie, stomp and holler",Angry
When We Were Young,Adele,2015,144,60,38,-6,10,27,291,30,5,80,"british soul, pop, pop soul, uk pop",Angry
Whistle,Flo Rida,2012,104,94,75,-6,29,74,225,2,5,80,"dance pop, miami hip hop, pop, pop rap",Happy
Wild Ones (feat. Sia),Flo Rida,2012,127,86,61,-5,26,44,233,10,6,80,"dance pop, miami hip hop, pop, pop rap",Angry
All The Things She Said,t.A.T.u.,2002,90,83,60,-6,11,38,214,4,4,79,"dance pop, girl group",Angry
Am I Wrong,Nico & Vinz,2014,120,68,73,-6,55,78,246,18,3,79,afrobeats,Happy
Bad Blood,Taylor Swift,2014,170,80,65,-6,15,30,212,9,18,79,pop,Angry
Bank Account,21 Savage,2017,75,35,88,-8,9,38,220,2,35,79,"atl hip hop, hip hop, rap",Sad
Bertaut,Nadin Amizah,2020,119,13,47,-13,11,12,316,93,4,79,indonesian pop,Sad
Best Song Ever,One Direction,2013,118,88,65,-3,8,49,200,2,5,79,"boy band, pop, post teen pop, talent show",Angry
Black and Yellow,Wiz Khalifa,2011,164,83,68,-5,27,54,218,6,7,79,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",Happy
Blame (feat. John Newman),Calvin Harris,2014,128,86,41,-4,34,35,213,3,8,79,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",Angry
Break Free,Ariana Grande,2014,130,70,69,-5,20,28,215,1,5,79,pop,Angry
Break My Heart,Dua Lipa,2020,113,73,73,-3,35,47,222,17,9,79,"dance pop, pop, uk pop",Angry
Butter,BTS,2022,110,46,76,-5,8,70,165,0,9,79,"k pop, k pop boy group, pop",Calm
Crazy,Gnarls Barkley,2006,112,59,86,-5,11,64,177,5,3,79,"atl hip hop, neo soul",Happy
Dancing in the Moonlight,Toploader,2000,119,86,63,-3,35,87,233,6,3,79,british alternative rock,Happy
Dani California,Red Hot Chili Peppers,2006,96,91,56,-2,35,73,282,2,4,79,"alternative rock, funk metal, funk rock, permanent wave, rock",Happy
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,2018,170,79,68,-4,8,84,220,5,8,79,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Happy
Die Young,Kesha,2012,128,70,71,-5,22,80,212,0,5,79,"dance pop, pop",Happy
Drive By,Train,2012,122,84,77,-3,8,72,196,0,3,79,"dance pop, neo mellow, pop, pop rock",Happy
Feel This Moment (feat. Christina Aguilera),Pitbull,2012,136,76,67,-4,34,54,230,4,16,79,"dance pop, miami hip hop, pop",Happy
Forever,Chris Brown,2008,120,82,67,-4,18,44,279,4,5,79,"r&b, rap",Angry
FRIENDS,Marshmello,2018,95,88,63,-2,13,53,203,21,5,79,"brostep, edm, pop, progressive electro house",Happy
Give It To Me,Timbaland,2007,111,71,98,-4,8,82,234,17,6,79,"dance pop, pop, pop rap",Happy
God is a woman,Ariana Grande,2018,145,66,60,-6,24,27,198,2,6,79,pop,Angry
Good Feeling,Flo Rida,2012,128,89,71,-4,31,68,248,6,7,79,"dance pop, miami hip hop, pop, pop rap",Happy
Hawï¿½,Maluma,2020,180,73,78,-3,6,56,199,19,39,79,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",Happy
Headlines,Drake,2011,152,57,64,-7,9,43,236,37,11,79,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Angry
Him & I (with Halsey),G-Eazy,2017,88,73,59,-6,31,19,269,5,9,79,"indie pop rap, oakland hip hop, pop rap, rap",Angry
Hotline Bling,Drake,2016,135,63,89,-8,5,55,267,0,6,79,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
